date,time,location,airline_operator,flight_no,route,aircraft_type,all_aboard,passengers_aboard,crew_aboard,total_fatalities,passenger_fatalities,crew_fatalities,summary,date_time,country,city,superficie,category,brand,survivors,survival_rate,year,fatality_index
1946-04-08,,"Near Shensi, China",,,Shensi - Yenan,,14.0,11.0,3.0,14,11.0,3.0,,,China,Near Shensi,False,passenger,other,0.0,0.0,1946,1.0
1946-04-22,,"La Liberiad, Nicaragua",TACA,,La Liberiad - Managua,Lockheed 14 Super Electra,21.0,18.0,3.0,20,17.0,3.0,Crashed on takeoff.,,Liberia,La Liberiad,False,passenger,Lockheed Martin,1.0,0.04761904761904767,1946,0.9523809523809523
1946-04-30,,"Pindi-Khut ,India",MILITARY - ROYAL AIR FORCE,,,Douglas C-47A,12.0,,,12,,,Broke up in midair and crashed.,,India,Pindi-Khut,False,military,Douglas Aircraft Company,0.0,0.0,1946,1.0
1946-05-10,,"Munson, Florida",MILITARY U.S. NAVY / MILITARY - U.S. NAVY,,,PBY4-2 Privateer / PB4Y-2 Privateer,28.0,,,28,,,Collided in midair while a fighter made practice diving maneuvers on the formation.,,United States,Munson,False,military,other,0.0,0.0,1946,1.0
1946-05-16,,"Richmond, Virginia",VIKING AIR TRANSPORT,,Richmond - Atlanta,Douglas DC-3,27.0,25.0,2.0,27,25.0,2.0,"Engine trouble after takeoff forced the crew to return to Richmond. While the crew was attempting to land a second time, an engine was shut down because it was running rough. The pilot apparently shut down the wrong engine. The plane stalled and crashed to earth, nose first. Inability of the crew to maintain adequate control of the aircraft to effect an emergency single-engine instrument approach under adverse weather conditions.",,United States,Richmond,False,passenger,Douglas Aircraft Company,0.0,0.0,1946,1.0
1946-05-22,13:00:00,"Oslo, Norway",DNL NORWEGIAN AIR LINES,,Oslo - Stockholm,Junkers JU-52/3m,14.0,11.0,3.0,13,10.0,3.0,Crashed into Oslo Fjord shortly after takeoff. Engine trouble forced the plane back but it stalled and crashed into trees and a house.,1946-05-22 13:00:00,Norway,Oslo,False,passenger,Junkers,1.0,0.0714285714285714,1946,0.9285714285714286
1946-06-01,07:40:00,"Off Amalfi, Italy",MILITARY - U.S. ARMY AIR FORCES,,Cairo - Rome,Douglas C-54-DO (DC-4),38.0,30.0,8.0,30,26.0,4.0,"A fire of undetermined origin erupted in the cockpit. The crew  was unable to control the smoke and flames, lost control and the aircraft and crashed. Eight aboard parachuted to safety.",1946-06-01 07:40:00,Italy,Off Amalfi,False,military,Douglas Aircraft Company,8.0,0.21052631578947367,1946,0.7894736842105263
1946-06-09,10:30:00,"Taboga Island, Panama",MILITARY - U.S. ARMY AIR FORCES,,,Douglas C-54D-DC (DC-4),23.0,17.0,6.0,23,17.0,6.0,Crashed into a summit after flying below the prescribed altitude.,1946-06-09 10:30:00,Island,Taboga Island,False,military,Douglas Aircraft Company,0.0,0.0,1946,1.0
1946-06-09,13:15:00,"Near Abeokuta, Nigeria",MILITARY -ROYAL AIR FORCE,,Kano - Ikeja,Douglas C-47 Dakota,18.0,12.0,6.0,18,12.0,6.0,"Flying low to avoid poor weather, the aircraft crashed while en route from Kano to Ikeja.",1946-06-09 13:15:00,Nigeria,Near Abeokuta,False,military,Douglas Aircraft Company,0.0,0.0,1946,1.0
1946-06-29,,Off Malaya,MILITARY - ROYAL AIR FORCE,,,Douglas C-47B,18.0,,,18,,,Disappeared.,,other,Off Malaya,False,military,Douglas Aircraft Company,0.0,0.0,1946,1.0
1946-06-29,,"Pau, France",AIR FRANCE,,,Junkers Ju-52/3m,3.0,0.0,3.0,2,0.0,2.0,The cargo  plane struck power lines and crashed while attempting to take off.,,France,Pau,False,passenger,Junkers,1.0,0.33333333333333337,1946,0.6666666666666666
1946-07-09,20:10:00,"Holyoke, Massachusetts",MILITARY - U.S. ARMY AIR FORCES,,,Boeing B17G,25.0,21.0,4.0,25,21.0,4.0,Struck a slope on Mt. Tom during an approach to land at Westover Field.,1946-07-09 20:10:00,United States,Holyoke,False,military,Boeing,0.0,0.0,1946,1.0
1946-07-11,,"Reading, Pennsylvania",TRANS CONTINENTAL AND WESTERN AIR,513,Training flight,Lockheed L-049 Constellation,6.0,0.0,6.0,5,0.0,5.0,"The flight crashed due to an in-flight fire caused by failure of a generator lead-through stud installation in the baggage compartment causing intense heat due to electrical arching, ignition of fuselage insulation and  creation of smoke rendering the crew incapable of controlling the aircraft. The plane crashed into powerlines and trees and burst into flames. The accident led to a 30-day grounding of all L-049s. The plane was named Star of Lisbon. Training flight.",,United States,Reading,False,passenger,Lockheed Martin,1.0,0.16666666666666663,1946,0.8333333333333334
1946-07-13,,"Tsinan, China",CENTRAL AIR TRANSPORT,,,Curtiss C-46,49.0,47.0,2.0,13,11.0,2.0,The aircraft crashed 1 mile from the airfield shortly after takeoff due to engine failure.,,China,Tsinan,False,passenger,other,36.0,0.7346938775510203,1946,0.2653061224489796
1946-07-17,,"Cuenca, Ecuador",ANDESA,,Guayaquil - Cuenca,Curtiss C-46D-10-CU,30.0,27.0,3.0,30,27.0,3.0,Overshot the runway. The pilot was unable to regain altitude and the plane crashed into a hill and burst into flames.,,Ecuador,Cuenca,False,passenger,other,0.0,0.0,1946,1.0
1946-07-18,21:10:00,"Goodland, Kansas",MILITARY - U.S. ARMY AIR CORPS,,Topeka - Denver,Douglas C-47,13.0,10.0,3.0,13,10.0,3.0,Crashed into a field during a thunder and lightning storm.,1946-07-18 21:10:00,United States,Goodland,False,military,Douglas Aircraft Company,0.0,0.0,1946,1.0
1946-07-20,12:15:00,Off the Panama coast,MILITARY -  (2) U.S. ARMY AIR FORCES,,,Boeing B-17G / Boeing B-17G,20.0,,,20,,,"The two aircraft collided in midair, 20 miles north of the Panamanian island of Coiba while searching for a missing plane. Ten died aboard each aircraft.",1946-07-20 12:15:00,Panama,Off the Panama coast,False,military,Boeing,0.0,0.0,1946,1.0
1946-07-25,,"Bassein, Burma",MILITARY -ROYAL AIR FORCE,,,Douglas C-47 Dakota,22.0,18.0,4.0,22,18.0,4.0,Crashed into a swamp soon after taking off after suffering structural failure of the left wing in adverse weather conditions.,,other,Bassein,False,military,Douglas Aircraft Company,0.0,0.0,1946,1.0
1946-07-26,08:30:00,"Near Huatesco, Veracruz, Mexico",COMMUNICACIONES AEREOS DE VERACRUZ,,Jalapa - Cordoba,Fairchild Pilgrim 100A,9.0,,,9,,,"Returned to the airport after suffering engine failure, the plane crashed 40 miles southeast of Jalapa.",1946-07-26 08:30:00,Mexico,"Near Huatesco, Veracruz",False,passenger,Fairchild Dornier,0.0,0.0,1946,1.0
1946-08-07,,"Oslo, Norway",BRITISH EUROPEAN AIRWAYS,,Northolt - Oslo,Douglas C-47A-10-DK,16.0,11.0,5.0,3,0.0,3.0,"Flew into trees on Mistberget mountain at 2,000ft. while on approach to Oslo. Pilot error. Descended too early.  Inexperience in radio range flying and inadequate equipment.",,Norway,Oslo,False,passenger,Douglas Aircraft Company,13.0,0.8125,1946,0.1875
1946-08-09,,"Lakehurst, New Jersey",ATLANTIC CENTRAL AIRLINES,,Atlantic City - Newark,Lockheed 18-56 Lodestar,6.0,4.0,2.0,4,2.0,2.0,Crashed and burned while attempting to glide in for an emergency landing at Lakhurst Field.,,United States,Lakehurst,False,passenger,Lockheed Martin,2.0,0.33333333333333337,1946,0.6666666666666666
1946-08-14,,"Malta-Luqa, Malta",BOAC,,,Douglas C-47A,5.0,0.0,5.0,1,0.0,1.0,"The port engine and, later, the starboard engine failed as the result of fuel starvation. Circumstantial evidence suggests strongly that this was caused by the inadvertent selection of the auxiliary fuel tanks which at that time contained only a small amount of fuel.",,Malta,Malta-Luqa,False,passenger,Douglas Aircraft Company,4.0,0.8,1946,0.2
1946-08-20,,"Rouen, France",BRITISH OVERSEAS AIRWAYS,,Palestine - London,Avro 691 Lancastrian 1,9.0,0.0,9.0,8,0.0,8.0,Descended through clouds and crashed. Premature descent by the crew without establishing their position.  Training flight.,,France,Rouen,False,passenger,Avro Canada,1.0,0.11111111111111116,1946,0.8888888888888888
1946-08-21,04:19:00,"Moline, Illinois",TRANS LUXURY AIRLINES,878,Teterboro - Chicago - San Francisco,Douglas C-47-DL,25.0,22.0,3.0,2,0.0,2.0,"While the aircraft was flying near Moline, the No. 1 engine failed. The prop was feathered and a descent initiated for an emergency landing.The aircraft overshot the landing and a  go-around was executed. A left turn was made with the gear and flaps extended. The left wing touched the ground and the aircraft cartwheeled. The engine failure was caused by a No. 5 cylinder fracture.",1946-08-21 04:19:00,United States,Moline,False,passenger,Douglas Aircraft Company,23.0,0.92,1946,0.08
1946-08-24,,"Cairo, Egypt",MISRAIR,,,Avro Anson,9.0,,,6,,,Crashed and caught fire.,,Egypt,Cairo,False,passenger,Avro Canada,3.0,0.33333333333333337,1946,0.6666666666666666
1946-08-31,,"Near Prince Rupert, British Columbia, Canada",QUEEN CHARLOTTE AIRLINES,,Stewart - Prince Rupert,Supermarine Stranraer (flying boat),7.0,3.0,4.0,7,3.0,4.0,Crashed in Chatham Sound while preparing to land in heavy fog.,,Canada,"Near Prince Rupert, British Columbia",False,passenger,Supermarine,0.0,0.0,1946,1.0
1946-09-03,17:00:00,"Holtug, Denmark",AIR FRANCE,,Copenhagen - Paris,Douglas DC-3 (C-53D-DO),22.0,17.0,5.0,22,17.0,5.0,"Shortly after takeoff, the aircraft crashed into a field 40 miles south of Copenhagen, exploding and bursting into flames. One of the engines had caught fire prior to the crash resulting from a fuel leak.",1946-09-03 17:00:00,Denmark,Holtug,False,passenger,Douglas Aircraft Company,0.0,0.0,1946,1.0
1946-09-04,09:15:00,"Le Bourget, France",AIR FRANCE,,Paris - Croydon,Douglas DC-3,26.0,21.0,5.0,20,18.0,2.0,Lost altitude after losing an engine on takeoff  and crashed into a factory yard.,1946-09-04 09:15:00,France,Le Bourget,False,passenger,Douglas Aircraft Company,6.0,0.23076923076923073,1946,0.7692307692307693
1946-09-05,,"Elko, Nevada",TRANS-LUXURY AIRLINES,850,New York City - San Francisco,Douglas DC-3 (C-47-A5-DL),22.0,19.0,3.0,21,18.0,3.0,The aircraft lost contact with the ground in fog and crashed into a hillside while attempting to land at Elko Airport. A two-year-old boy was the only survivor. The pilot continued the approach after losing visual contact with the airport due to fog. Unfamiliarity of the pilot with the terrain. Insufficent fuel aboard to proceed to an alternate landing site.,,United States,Elko,False,passenger,Douglas Aircraft Company,1.0,0.045454545454545414,1946,0.9545454545454546
1946-09-07,,"Bathurst, Gambia",BRITISH SOUTH AMERICAN AIRWAYS,,"Bathrust, - Argentina",Avro 685 York I,24.0,20.0,4.0,24,20.0,4.0,"The aircraft crashed shortly after takeoff after a loss of control by  the captain.  Loss of control by the captain for unknown reasons with mishandling of the controls the most likely explanation. The aircraft was named ""Star Leader.""",,Gambia,Bathurst,False,passenger,Avro Canada,0.0,0.0,1946,1.0
1946-09-07,,"Nome, Alaska",MT. MCKINLEY AIRFREIGHT,,,Douglas C-47A,4.0,2.0,2.0,4,2.0,2.0,The cargo plane went off course and struck a fog covered mountain as it circled to land.,,United States,Nome,False,passenger,Douglas Aircraft Company,0.0,0.0,1946,1.0
1946-09-15,,"Estevan, Saskatchewan, Canada",MILITARY - ROYAL CANADIAN AIR FORCE,,,Douglas C-47A Dakota,21.0,,,21,,,The pilot lost control of the aircraft after attempting a go-around maneuver.,,Canada,"Estevan, Saskatchewan",False,military,Douglas Aircraft Company,0.0,0.0,1946,1.0
1946-09-17,01:17:00,"Brussels, Belgium",SABENA,,Brussels - Croydon,Douglas C-47-DL,7.0,4.0,3.0,1,0.0,1.0,During its climb the plane rolled and crashed into hangers. Loss of airspeed for undetermined reasons.,1946-09-17 01:17:00,Belgium,Brussels,False,passenger,Douglas Aircraft Company,6.0,0.8571428571428572,1946,0.14285714285714285
1946-09-18,04:15:00,"Near Gander, Newfoundland",SABENA,,Brussels - Shannon - Gander - New York City,Douglas DC-4-1009,44.0,37.0,7.0,27,21.0,6.0,The aircraft crashed 24 mi SW of the runway at Gander. Improper approach procedures by the pilot in poor weather.,1946-09-18 04:15:00,other,Near Gander,False,passenger,Douglas Aircraft Company,17.0,0.38636363636363635,1946,0.6136363636363636
1946-09-19,,"Near Tripoli, Libya",MILITARY -ROYAL AIR FORCE,,"St. Mawan, England - Almaza, Egypt",Avro Lancaster,25.0,19.0,6.0,25,19.0,6.0,Crashed after possibly being hit by lightning.,,Libya,Near Tripoli,False,military,Avro Canada,0.0,0.0,1946,1.0
1946-09-20,,"Lochi Mountain, China",CHINA NATIONAL AVIATION CORPORATION,,"Sichang - Kunming, Yunnan",Curtiss Wright C-46,28.0,25.0,3.0,28,25.0,3.0,"Crashed into a 15,000 ft. mountain shortly after taking off from Sichang.",,China,Lochi Mountain,False,passenger,Wright Brothers,0.0,0.0,1946,1.0
1946-09-25,09:31:00,Near Hong Kong International Airport,MILITARY - ROYAL AIR FORCE,,Hong Kong - Singapore,Douglas C-47B-25-DK,19.0,14.0,5.0,19,14.0,5.0,"The aircraft departed Hong Kong, Runway 31, climbing to a height of 700-800 feet. At that point the airplane lost control and crashed. The Dakota possibly stalled after encountering turbulence from the foothills.",1946-09-25 09:31:00,other,Near Hong Kong International Airport,False,military,Douglas Aircraft Company,0.0,0.0,1946,1.0
1946-09-27,,"Near Milngavie, Stirlingshire, Scotland",RAILWAY AIR SERVICE LTD.,,Islay - Glascow,de Havilland 89A Dragon Rapide,7.0,5.0,2.0,7,5.0,2.0,Crashed into a hill in low overcast weather. Navigation error.,,Scotland,"Near Milngavie, Stirlingshire",False,passenger,De Havilland,0.0,0.0,1946,1.0
1946-09-27,17:30:00,"Rio Doce, Brazil",PANAIR DO BRASIL,,Belo Horizonte  - Rio de Janerio,Douglas DC-3A-228D,25.0,22.0,3.0,25,22.0,3.0,Crashed into a mountainside north of Rio de Janerio after being possibly struck by lightning.,1946-09-27 17:30:00,Brazil,Rio Doce,False,passenger,Douglas Aircraft Company,0.0,0.0,1946,1.0
1946-10-03,,"Stephenville, Newfoundland",AMERICAN OVERSEAS AIRLINES,,Gander - Shannon,Douglas C-54E-5-DO,39.0,31.0,8.0,39,31.0,8.0,"Took off from Gander and flew in a straight line into a mountain ridge 71 miles from the airport. The aircraft was named ""Flagship New England.""  It can be concluded that the captain was not alert to the procedure necessary for a safe climb from the runway. The action of the pilot in maintaining the direction of take-off toward higher terrain over which adequate clearance could not be gained.",,other,Stephenville,False,passenger,Douglas Aircraft Company,0.0,0.0,1946,1.0
1946-10-06,07:30:00,"Off Penang, Malaya",MILITARY -ROYAL AIR FORCE,,,Avro 685 York 1,21.0,15.0,6.0,21,15.0,6.0,Crashed in the Strait of Malacca while en route.,1946-10-06 07:30:00,other,Off Penang,False,military,Avro Canada,0.0,0.0,1946,1.0
1946-10-07,11:20:00,"Apeldoorn, The Netherlands",MILITARY - ROYAL NETHERLANDS NAVAL AIR SERVICE,,,Fairey Firefly MK1,1.0,0.0,1.0,1,0.0,1.0,The pilot of the single engine fighter made an unauthorized flight to Apeldoorn and began flying low to attract attention. The aircraft lost altitude during a maneuver and crashed into a high school killing 22 on the ground.,1946-10-07 11:20:00,Netherlands,Apeldoorn,False,military,other,0.0,0.0,1946,1.0
1946-10-08,04:33:00,"Cheyenne, Wyoming",UNITED AIR LINES,28,San Francisco - Cheyenne - Chicago,Douglas DC-4,41.0,37.0,4.0,2,2.0,0.0,"After two landing attempts, the pilot tried to land on a different runway.  The wing struck the ground and the plane skidded 800 ft.  A loss of altitude during a turn preparatory to a final approach while the pilot was manoeuvring in an attempt to land. The aircraft was named ""Mainliner Lake Michigan.""",1946-10-08 04:33:00,United States,Cheyenne,False,passenger,Douglas Aircraft Company,39.0,0.9512195121951219,1946,0.04878048780487805
1946-10-10,20:00:00,"Near Sefrou, Morocco",AIR OCEAN,,Paris - Casablanca,Junkers Ju-52/3m,16.0,11.0,5.0,16,11.0,5.0,Crashed into a mountain while en route. Navigation error.,1946-10-10 20:00:00,Morocco,Near Sefrou,False,passenger,Junkers,0.0,0.0,1946,1.0
1946-10-17,00:57:00,"Laramie, Wyoming",NATIONAL AIR TRANSPORT SERVICES,942,Oakland - Chicago,Douglas DC-3,13.0,10.0,3.0,13,10.0,3.0,Crashed during a snowstorm into prairie lands while attempting to land at Laramie.  Weather conditions were deteriorating rapidly and worse than predicted. The action of the pilot in maneuvering the aircraft at a dangerously low altitude under extremely adverse weather conditions in an attempt to land.  A contributing factor was the negligence of the pilot in planning a flight into an area in which adverse weather conditions were forecast without making adequate provisions for a suitable alternate airport.,1946-10-17 00:57:00,United States,Laramie,False,passenger,Douglas Aircraft Company,0.0,0.0,1946,1.0
1946-10-17,,"Near Chitral, India",MILITARY - ROYAL AIR FORCE,,,Douglas C-47B,11.0,,,11,,,"Struck an 11,000 ft. mountain.",,India,Near Chitral,False,military,Douglas Aircraft Company,0.0,0.0,1946,1.0
1946-10-23,,"Gebel Kalamoun, Egypt",SOCOTRA,,Paris - Cairo,Junkers JU-52/3m,24.0,22.0,2.0,1,1.0,0.0,The plane crashed into a hill after attempting to make a forced landing after running out of fuel.,,Egypt,Gebel Kalamoun,False,passenger,Junkers,23.0,0.9583333333333334,1946,0.041666666666666664
1946-11-01,,"St Leger-la-Montagne, France",CTA LANGUEDOC ROUSSILLON,,Paris - Toulouse - Casablanca,AAC-1 Toucan,27.0,24.0,3.0,23,20.0,3.0,Crashed into mountains while en route. The pilot descended to lower altitiude to rid the plane of ice.,,France,St Leger-la-Montagne,False,passenger,other,4.0,0.14814814814814814,1946,0.8518518518518519
1946-11-05,18:30:00,"Near Moscow, Russia",AEROFLOT,,"Riga, Latvia - Moscow",Douglas C-47,26.0,,,13,,,Stalled after a overshoot  in heavy fog. Crew error.,1946-11-05 18:30:00,Russia,Near Moscow,False,passenger,Douglas Aircraft Company,13.0,0.5,1946,0.5
1946-11-11,03:30:00,"Cleveland, Ohio",UNITED AIR LINES,404,Chicago - Cleveland,Douglas DC-3 (C-53D-DO),20.0,17.0,3.0,2,0.0,2.0,Struck power lines and trees and crashed 500 feet short of the runway. The error of the pilot in establishing an approach toward an area not cleared for landing as a result of having mistaken the end markers of Runway 23 for those of Runway 31. A contributing factor was the failure of the pilot to abandon his attempt to land at Cleveland Airport when confronted with weather conditions below the minimums prescribed for that airport.,1946-11-11 03:30:00,United States,Cleveland,False,passenger,Douglas Aircraft Company,18.0,0.9,1946,0.1
1946-11-13,03:41:00,"Lebec, California",WESTERN AIRLINES,23,Palmdale - Burbank,Douglas C-53D-DO (DC-3),11.0,8.0,3.0,11,8.0,3.0,"The aircraft crashed into White Mountain at an elevation of  6,000 feet, in rain and 70 mph winds after being blown off course while on a heading from Palmdale to Newhall. Possible downdraft. The action of the pilot in making an instrument letdown without previously establishing a positive radio fix. This action was aggravated by conditions of severe static, wind in excess of anticipated velocities, preoccupation with an unusual amount of radio conversation, and the inoperative Newhall radio range.",1946-11-13 03:41:00,United States,Lebec,False,passenger,Douglas Aircraft Company,0.0,0.0,1946,1.0
1946-11-13,08:18:00,"Near Cofre de Perote, Mexico",EMPRESSA COMMUN. AÉREAS DE VERACRUZ,,Mexico City - Veracruz,Douglas DC-3,15.0,12.0,3.0,15,12.0,3.0,"Crashed into an 11,000 ft. mountain obscured by clouds.",1946-11-13 08:18:00,Mexico,Near Cofre de Perote,False,passenger,Douglas Aircraft Company,0.0,0.0,1946,1.0
1946-11-14,,"Amsterdam, Netherlands",KLM ROYAL DUTCH AIRLINES,,London - Amsterdam,Douglas C-47A-90 DL (DC-3),26.0,21.0,5.0,26,21.0,5.0,"The flight crashed during a third landing attempt in inclement weather. The pilot, not lined up with the runway, made a sharp left turn. The wing hit the ground and the aircraft exploded in flames.",,Netherlands,Amsterdam,False,passenger,Douglas Aircraft Company,0.0,0.0,1946,1.0
1946-11-16,23:30:00,North Pacific Ocean,MILITARY - U.S. ARMY AIR FORCES,,Guam - Iwo Jima,Douglas C-47,23.0,15.0,8.0,23,15.0,8.0,"Made a 360 degree turn and dove into the sea, 15 miles off Iwo Jima .",1946-11-16 23:30:00,other,North Pacific Ocean,True,military,Douglas Aircraft Company,0.0,0.0,1946,1.0
1946-11-26,,"San Jose, Costa Rica",LINEAS AÉREAS COSTARRICENSES  LACSA,,,Douglas DC-3 (C-47A-90-DL),22.0,20.0,2.0,22,20.0,2.0,Struck Cedrel mountain while making an approach to San Jose.,,Costa Rica,San Jose,False,passenger,Douglas Aircraft Company,0.0,0.0,1946,1.0
1946-11-30,,"El Palomar, Argentina",FUERZA AÉREA ARGENTINA,,,Vickers 620 Viking 1,18.0,15.0,3.0,5,2.0,3.0,"Following engine failure, the captain lost control and crashed while trying to land.",,Argentina,El Palomar,False,passenger,Viking Air,13.0,0.7222222222222222,1946,0.2777777777777778
1946-12-04,,"Meshed, Iran",AEROFLOT,,Meshed - Teheran,Lisunov Li-2,24.0,,,24,,,Crashed shortly after takeoff from Meshed airport.,,Iran,Meshed,False,passenger,other,0.0,0.0,1946,1.0
1946-12-10,13:10:00,"Near Osaka, Japan",MILITARY - U.S. ARMY AIR FORCES,,,Curtiss-Wright C-46F-CU,24.0,19.0,5.0,24,19.0,5.0,Crashed 3 miles southwest of Itami Air Base shortly after taking off.  Loss of engine power for reasons unknown.,1946-12-10 13:10:00,Japan,Near Osaka,False,military,Curtiss-Wright Corporation,0.0,0.0,1946,1.0
1946-12-10,,"Toledo, Washington",MILITARY - U.S. MARINE CORPS,,"Miramar NAS, California - Sand Point NB, Seattle",Curtiss-Wright R5C-1,32.0,29.0,3.0,32,29.0,3.0,"The crew reported picking up ice before disappearing without a trace while en route. The last reported positon was 30 miles south of Toledo, Washington. Found 11 months later at Mt. Rainer.",,United States,Toledo,False,military,Curtiss-Wright Corporation,0.0,0.0,1946,1.0
1946-12-14,,"Mt. Banahaur, Philippines",FAR EASTERN AIR TRANSPORT,,Grace Park AF - Lucena,Douglas DC-3 (C-47-B-1-DK),14.0,10.0,4.0,12,9.0,3.0,Crashed into tree tops on Mt. Banahaur. The pilot and 1 passenger survived.,,Philippines,Mt. Banahaur,False,passenger,Douglas Aircraft Company,2.0,0.1428571428571429,1946,0.8571428571428571
1946-12-17,,"Caribbean, Atlantic Ocean",WINGED CARGO INC.,,"Kingston, Jamaca - San Jose",Douglas C-47A,7.0,5.0,2.0,7,5.0,2.0,Disappeared en route. Never found.,,other,Caribbean,False,passenger,Douglas Aircraft Company,0.0,0.0,1946,1.0
1946-12-23,14:30:00,"Near Rio de Janeiro, Brazil",FAMA (ARGENTINA),,London - Buenos Aires.,Avro  685 York I,21.0,15.0,6.0,21,15.0,6.0,"Poor weather at the destination airport forced the crew to divert to Rio de Janeiro. While approaching to land the aircraft flew into a mountain, 14 miles from the airport.",1946-12-23 14:30:00,Brazil,Near Rio de Janeiro,False,passenger,Avro Canada,0.0,0.0,1946,1.0
1946-12-24,19:19:00,"Near San Diego, California",WESTERN AIRLINES,44,Holtville - San Diego,Douglas DC-3 ( C-53D-DO),12.0,9.0,3.0,12,9.0,3.0,"Crashed east slope of Cuyapaipe Mountain at 6,120 ft. in San Diego County in poor weather conditions. The conduct of the flight at an altitude which would not clear obstructions, due to an error by the pilot in determining his position with respect to Laguna Mountain.",1946-12-24 19:19:00,United States,Near San Diego,False,passenger,Douglas Aircraft Company,0.0,0.0,1946,1.0
1946-12-25,17:00:00,"Near Wusong, Jiangsu, China",CNAC,115,Chunking - Shanghi,Curtiss C-47,34.0,31.0,3.0,13,10.0,3.0,Crashed after a failed landing attempt at Kiangwan Airport in rain fog and overcast. The plan overshot the runway and crashed into a residential area.,1946-12-25 17:00:00,China,"Near Wusong, Jiangsu",False,passenger,other,21.0,0.6176470588235294,1946,0.38235294117647056
1946-12-25,17:00:00,"Near Shanghai, China",CNAC,140,Chunking - Shanghi,Douglas DC-3,30.0,27.0,3.0,20,17.0,3.0,"While attempting to land in rain and fog, the aircraft ran out of fuel, stalled and crashed at Lunghwa field.",1946-12-25 17:00:00,China,Near Shanghai,False,passenger,Douglas Aircraft Company,10.0,0.33333333333333337,1946,0.6666666666666666
1946-12-25,17:45:00,"Shanghai, China",CATA,48,Chunking - Shanghai,Douglas C-47,11.0,7.0,4.0,11,7.0,4.0,"In heavy fog, the aircraft struck the roof of a nearby building and cartwheeled into a neighborhood 1 mile from Lunghwa Airport killing some on the ground.",1946-12-25 17:45:00,China,Shanghai,False,passenger,Douglas Aircraft Company,0.0,0.0,1946,1.0
1946-12-28,,"Walshville, Illinois",KANSAS CITY SOUTHERN SKYWAYS,,"Flint, MI - Washville, IL",Douglas C-47A,2.0,0.0,2.0,2,0.0,2.0,The cargo plane crashed after both engines failed. Fuel exhaustion.,,United States,Walshville,False,passenger,Douglas Aircraft Company,0.0,0.0,1946,1.0
1946-12-28,,"Near Shannon, Ireland",TRANS CONTINENTAL AND WESTERN AIR,6963,Paris - Shannon,Lockheed 049 Consellation,23.0,14.0,9.0,13,9.0,4.0,"Crashed 1 mile from the airport on an island situated on the Fergus River. Inaccurate altimeter reading caused by the reversal of the primary and static source lines which resulted in the pilot making his approach at too low an altitude. Also, restriction of vision from the cockpit because of fogging of an unheated windshield. The plane was named Cairo Skychief.",,Ireland,Near Shannon,False,passenger,Lockheed Martin,10.0,0.4347826086956522,1946,0.5652173913043478
1946-12-28,09:19:00,"Michigan City, Indiana",AMERICAN AIRLINES,2207,Buffalo - Chicago,Douglas DC-3 (C-50A-DO),21.0,18.0,3.0,2,0.0,2.0,Crashed after loosing power in both engines due to fuel starvation. The accumulation of carburetor ice following the loss of power in both engines as a result of fuel starvation. The reason for fuel starvation could not be determined.,1946-12-28 09:19:00,United States,Michigan City,False,passenger,Douglas Aircraft Company,19.0,0.9047619047619048,1946,0.09523809523809523
1947-01-03,,"Sao Paulo, Brazil",PANAIR DO BRASIL,,,Sikorsky S-43B (flying boat),14.0,11.0,3.0,11,8.0,3.0,"Crashed into the Solimoes River, an extension of the Amazon river.",,Brazil,Sao Paulo,False,passenger,Sikorsky Aircraft Corporation,3.0,0.2142857142857143,1947,0.7857142857142857
1947-01-05,,"Tsingtao, China",CHINA NATIONAL AVIATION CORPORATION,,Shanghai - Tsingtao - Beijing,Curtis C-46,43.0,38.0,5.0,43,38.0,5.0,Crashed into  a mountain while on approach in low overcast.,,China,Tsingtao,False,passenger,other,0.0,0.0,1947,1.0
1947-01-05,,"Carmel, New Jersey",NATIONWIDE AIR TRANSPORT,,Miami - Raleigh - Washington,Douglas DC-3,23.0,20.0,3.0,3,2.0,1.0,"The aircraft diverted from Washington to Millville because of heavy traffic in the Washington area.  Near fuel exhaustion forced the crew to carry out an emergency landing. While maneuvering to find a suitable location during heavy snow, the aircraft struck trees and crashed. Failure of the Weather Bureau  to anticipate below minimum conditions north and south of Washington. Failure of CAA to transmit the flight plan to Millville in sufficient time to alert that station to the arrival of the flight.",,United States,Carmel,False,passenger,Douglas Aircraft Company,20.0,0.8695652173913043,1947,0.13043478260869565
1947-01-11,17:30:00,"Near Lympne, England",BRITISH OVERSEAS AIRWAYS,,London - Bordeaux  - Lagos,Douglas C-47A-1-DK,16.0,11.0,5.0,8,4.0,4.0,Ran out of fuel and crashed after not being able to land at Bordeaux or Paris and attempting to land at Lympne.  Poor planning and operation by the crew. Poor weather conditions encountered throughout the flight. Crew unfamilar with route.,1947-01-11 17:30:00,England,Near Lympne,False,passenger,Douglas Aircraft Company,8.0,0.5,1947,0.5
1947-01-11,,"Off Laoag, China",FAR EASTERN AIR TRANSPORT,,Shanghai - Manila,Douglas DC-4 (C-54A-DO),42.0,37.0,5.0,7,7.0,0.0,The plane ditched into the Pacific Ocean 80 miles west of Laoaq after a fire broke out in the No. 2 engine.,,China,Off Laoag,False,passenger,Douglas Aircraft Company,35.0,0.8333333333333334,1947,0.16666666666666666
